ordering,tick,event_index,agent_id,rule_hypothesis,predicted_action,actual_action,accuracy,coherence,prediction_entropy
forward,48,235,agent1,"Agents with low energy move toward richer patches, then eat to recover energy.",rest,rest,1,0.2900,0.3126
forward,48,236,agent2,"Agents with low energy move toward richer patches, then eat to recover energy.",rest,rest,1,0.7000,0.3126
forward,48,237,agent3,"Agents with low energy move toward richer patches, then eat to recover energy.",unknown,rest,0,0.8000,0.6632
forward,48,238,agent4,"Behavior appears causal: hunger drives movement, resource contact triggers eating, high energy leads to resting.",rest,rest,1,0.2900,0.3126
forward,48,239,agent5,"Agents with low energy move toward richer patches, then eat to recover energy.",die,rest,0,0.2900,0.6632
forward,49,240,agent1,"The dominant rule is energy regulation: move/eat when depleted, rest when recharged.",rest,rest,1,0.3214,0.3126
forward,49,241,agent2,"The dominant rule is energy regulation: move/eat when depleted, rest when recharged.",die,rest,0,0.7000,0.6632
forward,49,242,agent3,"Behavior appears causal: hunger drives movement, resource contact triggers eating, high energy leads to resting.",rest,rest,1,0.2692,0.3126
forward,49,243,agent4,"Behavior appears causal: hunger drives movement, resource contact triggers eating, high energy leads to resting.",rest,rest,1,0.7000,0.3126
forward,49,244,agent5,"Behavior appears causal: hunger drives movement, resource contact triggers eating, high energy leads to resting.",rest,rest,1,0.8000,0.3126
forward,50,245,agent1,"Agents with low energy move toward richer patches, then eat to recover energy.",rest,rest,1,0.2900,0.3126
forward,50,246,agent2,"The dominant rule is energy regulation: move/eat when depleted, rest when recharged.",migrate,rest,0,0.3214,0.6632
forward,50,247,agent3,"Agents with low energy move toward richer patches, then eat to recover energy.",rest,rest,1,0.3214,0.3126
forward,50,248,agent4,"Agents with low energy move toward richer patches, then eat to recover energy.",rest,rest,1,0.7000,0.3126
forward,50,249,agent5,"The dominant rule is energy regulation: move/eat when depleted, rest when recharged.",migrate,rest,0,0.3214,0.6632
forward,51,250,agent1,"Agents with low energy move toward richer patches, then eat to recover energy.",rest,rest,1,0.3214,0.3126
forward,51,251,agent2,"The dominant rule is energy regulation: move/eat when depleted, rest when recharged.",rest,rest,1,0.3214,0.3126
forward,51,252,agent3,"Agents with low energy move toward richer patches, then eat to recover energy.",rest,rest,1,0.3214,0.3126
forward,51,253,agent4,"Behavior appears causal: hunger drives movement, resource contact triggers eating, high energy leads to resting.",rest,rest,1,0.2900,0.3126
forward,51,254,agent5,"Behavior appears causal: hunger drives movement, resource contact triggers eating, high energy leads to resting.",rest,rest,1,0.7000,0.3126
forward,52,255,agent1,"The dominant rule is energy regulation: move/eat when depleted, rest when recharged.",rest,rest,1,0.2692,0.3126
forward,52,256,agent2,"Agents with low energy move toward richer patches, then eat to recover energy.",rest,rest,1,0.3214,0.3126
forward,52,257,agent3,"Agents with low energy move toward richer patches, then eat to recover energy.",rest,rest,1,0.7000,0.3126
forward,52,258,agent4,"Agents with low energy move toward richer patches, then eat to recover energy.",rest,rest,1,0.8000,0.3126
forward,52,259,agent5,"Agents with low energy move toward richer patches, then eat to recover energy.",rest,rest,1,0.9000,0.3126
forward,53,260,agent1,"Agents with low energy move toward richer patches, then eat to recover energy.",rest,rest,1,1.0000,0.3126
forward,53,261,agent2,"Behavior appears causal: hunger drives movement, resource contact triggers eating, high energy leads to resting.",rest,rest,1,0.2900,0.3126
forward,53,262,agent3,"The dominant rule is energy regulation: move/eat when depleted, rest when recharged.",rest,rest,1,0.2692,0.3126
forward,53,263,agent4,"Behavior appears causal: hunger drives movement, resource contact triggers eating, high energy leads to resting.",rest,rest,1,0.2692,0.3126
forward,53,264,agent5,"Agents with low energy move toward richer patches, then eat to recover energy.",rest,rest,1,0.2900,0.3126
forward,54,265,agent1,"The dominant rule is energy regulation: move/eat when depleted, rest when recharged.",die,rest,0,0.3214,0.6632
forward,54,266,agent2,"Agents with low energy move toward richer patches, then eat to recover energy.",rest,rest,1,0.3214,0.3126
forward,54,267,agent3,"Agents with low energy move toward richer patches, then eat to recover energy.",unknown,rest,0,0.7000,0.6632
forward,54,268,agent4,"Agents with low energy move toward richer patches, then eat to recover energy.",rest,rest,1,0.8000,0.3126
forward,54,269,agent5,"Agents with low energy move toward richer patches, then eat to recover energy.",die,rest,0,0.9000,0.6632
forward,55,270,agent1,"Agents with low energy move toward richer patches, then eat to recover energy.",eat,eat,1,1.0000,0.3126
forward,55,271,agent2,"Behavior appears causal: hunger drives movement, resource contact triggers eating, high energy leads to resting.",rest,eat,0,0.2900,0.6632
forward,55,272,agent3,"Agents with low energy move toward richer patches, then eat to recover energy.",eat,eat,1,0.2900,0.3126
forward,55,273,agent4,"Behavior appears causal: hunger drives movement, resource contact triggers eating, high energy leads to resting.",eat,eat,1,0.2900,0.3126
forward,55,274,agent5,"Agents with low energy move toward richer patches, then eat to recover energy.",eat,eat,1,0.2900,0.3126
forward,56,275,agent1,"Behavior appears causal: hunger drives movement, resource contact triggers eating, high energy leads to resting.",eat,rest,0,0.2900,0.3126
forward,56,276,agent2,"Agents with low energy move toward richer patches, then eat to recover energy.",eat,rest,0,0.2900,0.3126
forward,56,277,agent3,"Behavior appears causal: hunger drives movement, resource contact triggers eating, high energy leads to resting.",eat,rest,0,0.2900,0.3126
forward,56,278,agent4,"Agents with low energy move toward richer patches, then eat to recover energy.",eat,rest,0,0.2900,0.3126
forward,56,279,agent5,"The dominant rule is energy regulation: move/eat when depleted, rest when recharged.",eat,rest,0,0.3214,0.3126
forward,57,280,agent1,"Behavior appears causal: hunger drives movement, resource contact triggers eating, high energy leads to resting.",rest,rest,1,0.2692,0.3126
forward,57,281,agent2,"Behavior appears causal: hunger drives movement, resource contact triggers eating, high energy leads to resting.",rest,rest,1,0.7000,0.3126
forward,57,282,agent3,"Agents with low energy move toward richer patches, then eat to recover energy.",rest,rest,1,0.2900,0.3126
forward,57,283,agent4,"Agents with low energy move toward richer patches, then eat to recover energy.",rest,rest,1,0.7000,0.3126
forward,57,284,agent5,"Agents with low energy move toward richer patches, then eat to recover energy.",rest,rest,1,0.8000,0.3126
forward,58,285,agent1,"Agents with low energy move toward richer patches, then eat to recover energy.",die,rest,0,0.9000,0.6632
forward,58,286,agent2,"Agents with low energy move toward richer patches, then eat to recover energy.",rest,rest,1,1.0000,0.3126
forward,58,287,agent3,"Agents with low energy move toward richer patches, then eat to recover energy.",rest,rest,1,1.0000,0.3126
forward,58,288,agent4,"Agents with low energy move toward richer patches, then eat to recover energy.",eat,rest,0,1.0000,0.6632
forward,58,289,agent5,"Agents with low energy move toward richer patches, then eat to recover energy.",rest,rest,1,1.0000,0.3126
forward,59,290,agent1,"Behavior appears causal: hunger drives movement, resource contact triggers eating, high energy leads to resting.",migrate,rest,0,0.2900,0.6632
forward,59,291,agent2,"Agents with low energy move toward richer patches, then eat to recover energy.",rest,rest,1,0.2900,0.3126
forward,59,292,agent3,"Behavior appears causal: hunger drives movement, resource contact triggers eating, high energy leads to resting.",rest,rest,1,0.2900,0.3126
forward,59,293,agent4,"Agents with low energy move toward richer patches, then eat to recover energy.",rest,rest,1,0.2900,0.3126
forward,59,294,agent5,"Agents with low energy move toward richer patches, then eat to recover energy.",rest,rest,1,0.7000,0.3126
forward,60,295,agent1,"Agents with low energy move toward richer patches, then eat to recover energy.",rest,rest,1,0.8000,0.3126
forward,60,296,agent2,"The dominant rule is energy regulation: move/eat when depleted, rest when recharged.",rest,rest,1,0.3214,0.3126
forward,60,297,agent3,"Behavior appears causal: hunger drives movement, resource contact triggers eating, high energy leads to resting.",rest,rest,1,0.2692,0.3126
forward,60,298,agent4,"Behavior appears causal: hunger drives movement, resource contact triggers eating, high energy leads to resting.",rest,rest,1,0.7000,0.3126
forward,60,299,agent5,"Agents with low energy move toward richer patches, then eat to recover energy.",rest,rest,1,0.2900,0.3126
forward,61,300,agent1,"Agents with low energy move toward richer patches, then eat to recover energy.",rest,rest,1,0.7000,0.3126
forward,61,301,agent2,"The dominant rule is energy regulation: move/eat when depleted, rest when recharged.",die,rest,0,0.3214,0.6632
forward,61,302,agent3,"The dominant rule is energy regulation: move/eat when depleted, rest when recharged.",eat,rest,0,0.7000,0.6632
forward,61,303,agent4,"Agents with low energy move toward richer patches, then eat to recover energy.",rest,rest,1,0.3214,0.3126
forward,61,304,agent5,"Behavior appears causal: hunger drives movement, resource contact triggers eating, high energy leads to resting.",rest,rest,1,0.2900,0.3126
forward,62,305,agent1,"Agents with low energy move toward richer patches, then eat to recover energy.",rest,rest,1,0.2900,0.3126
forward,62,306,agent2,"Agents with low energy move toward richer patches, then eat to recover energy.",rest,rest,1,0.7000,0.3126
forward,62,307,agent3,"Agents with low energy move toward richer patches, then eat to recover energy.",rest,rest,1,0.8000,0.3126
forward,62,308,agent4,"Agents with low energy move toward richer patches, then eat to recover energy.",rest,rest,1,0.9000,0.3126
forward,62,309,agent5,"Agents with low energy move toward richer patches, then eat to recover energy.",rest,rest,1,1.0000,0.3126
forward,63,310,agent1,"Agents with low energy move toward richer patches, then eat to recover energy.",die,rest,0,1.0000,0.6632
forward,63,311,agent2,"Agents with low energy move toward richer patches, then eat to recover energy.",rest,rest,1,1.0000,0.3126
forward,63,312,agent3,"Agents with low energy move toward richer patches, then eat to recover energy.",rest,rest,1,1.0000,0.3126
forward,63,313,agent4,"Agents with low energy move toward richer patches, then eat to recover energy.",rest,rest,1,1.0000,0.3126
forward,63,314,agent5,"Behavior appears causal: hunger drives movement, resource contact triggers eating, high energy leads to resting.",rest,rest,1,0.2900,0.3126
forward,64,315,agent1,"Agents with low energy move toward richer patches, then eat to recover energy.",rest,rest,1,0.2900,0.3126
forward,64,316,agent2,"Agents with low energy move toward richer patches, then eat to recover energy.",rest,rest,1,0.7000,0.3126
forward,64,317,agent3,"Agents with low energy move toward richer patches, then eat to recover energy.",rest,rest,1,0.8000,0.3126
forward,64,318,agent4,"Behavior appears causal: hunger drives movement, resource contact triggers eating, high energy leads to resting.",rest,rest,1,0.2900,0.3126
forward,64,319,agent5,"Agents with low energy move toward richer patches, then eat to recover energy.",rest,rest,1,0.2900,0.3126
forward,65,320,agent1,"Behavior appears causal: hunger drives movement, resource contact triggers eating, high energy leads to resting.",rest,rest,1,0.2900,0.3126
forward,65,321,agent2,"The dominant rule is energy regulation: move/eat when depleted, rest when recharged.",rest,rest,1,0.2692,0.3126
